"","name","pweight_x","pweight_y","pop11","number_lsoa","type","imputed_easting","imputed_northing","imputed_type","imputed_error","imputed_osmnm","imputed_osmm"
"1351","Tynemouth BUASD",434498.544043225,569369.177445946,66388,43,"buasd",435585.005627339,568446.794631567,"town",1425.19782136273,NA,"North Shields"
"1352","Uckfield BUASD",547542.555104185,121112.254997423,14493,10,"buasd",547284.275144762,121151.303667023,"town",261.215114487898,NA,"Uckfield"
"1353","Undy BUASD",343039.082659373,187292.756510604,6140,4,"buasd",343039.082659373,187292.756510604,"Origin",NA,NA,"Abertillery"
"1354","Upper Beeding BUASD",519578.583274412,110727.369828269,3975,2,"buasd",519578.583274412,110727.369828269,"Origin",NA,NA,"Abertillery"
"1355","Upper Killay BUASD",258898.352542089,192394.550069854,1331,1,"buasd",258898.352542089,192394.550069854,"Origin",NA,NA,"Abertillery"
"1356","Uppermill BUASD",399372.855125244,405483.188728985,13814,8,"buasd",399372.855125244,405483.188728985,"Origin",NA,NA,"Abertillery"
"1357","Urmston BUASD",375891.905589386,394968.864278438,43287,28,"buasd",376681.437361267,394346.675906894,"town",1005.2257400671,NA,"Urmston"
"1358","Ushaw Moor BUASD",423286.51188706,542418.458483178,5653,3,"buasd",423286.51188706,542418.458483178,"Origin",NA,NA,"Abertillery"
"1359","Wakefield BUASD",432798.195402094,420826.319119862,90390,58,"buasd",433118.900605049,420794.597686681,"city",322.270191803684,NA,"Wakefield"
"1360","Walkden BUASD",373008.863612328,402006.079590023,19099,12,"buasd",373682.105796647,403136.331972868,"town",1315.57040392167,NA,"Walkden"
"1361","Wallasey BUASD",330674.523755872,392232.946254454,60816,40,"buasd",331026.740479115,392428.507762283,"town",402.865887705284,NA,"Wallasey"
"1362","Wallingford BUASD",460253.984025016,189506.666202621,7918,5,"buasd",460688.45744896,189183.149895847,"town",541.691754471567,NA,"Wallingford"
"1363","Wallsend BUASD",430684.883124761,567503.838040282,44137,29,"buasd",429901.634879761,566388.420711556,"town",1362.95034044434,NA,"Wallsend"
"1364","Walsall BUASD",401416.134362706,297876.576314715,68074,40,"buasd",401298.443146932,298554.330336722,"town",687.896603143765,NA,"Walsall"
"1365","Walter's Ash BUASD",484272.157001377,197536.275466691,2792,2,"buasd",484272.157001377,197536.275466691,"Origin",NA,NA,"Abertillery"
"1366","Waltham Abbey BUASD",539277.158913204,200506.269330781,17672,11,"buasd",538052.629755528,200618.240722342,"townhall",1229.63785340539,NA,NA
"1367","Waltham BUASD",525848.221119519,403853.222584757,5576,4,"buasd",526319.356169693,403815.90667827,"town",472.610529272558,NA,"Waltham"
"1368","Waltham Chase BUASD",456179.600202052,115252.95487425,2736,2,"buasd",456179.600202052,115252.95487425,"Origin",NA,NA,"Abertillery"
"1369","Waltham Cross BUASD",536256.792543096,200642.164792037,11197,6,"buasd",536256.792543096,200642.164792037,"Origin",NA,NA,"Abertillery"
"1370","Waltham Forest BUASD",537899.950748467,189427.237948531,256648,143,"buasd",537359.352600885,189149.573118201,"town",607.736879884272,NA,"Walthamstow"
"1371","Walton-on-Thames BUASD",510307.306937067,167243.724096812,62813,39,"buasd",510055.970597891,166366.564482203,"town",912.457640053083,NA,"Shepperton"
"1372","Walton-on-the-Naze BUASD",624235.558787887,221490.971946795,10535,7,"buasd",625497.88825579,221703.664407412,"town",1280.12255989044,NA,"Walton-on-the-Naze"
"1373","Walton BUASD",435633.584125387,417111.408776676,2931,2,"buasd",435633.584125387,417111.408776676,"Origin",NA,NA,"Abertillery"
"1374","Walwen BUASD",320861.153821163,376168.188683192,2224,1,"buasd",320861.153821163,376168.188683192,"Origin",NA,NA,"Abertillery"
"1375","Wanborough BUASD",421078.02647896,182977.287141101,3326,2,"buasd",421078.02647896,182977.287141101,"Origin",NA,NA,"Abertillery"
"1376","Wandsworth BUASD",526432.547602887,174000.359803376,307279,179,"buasd",525624.301658813,174664.259810564,"town",1045.95636890698,NA,"Putney"
"1377","Warden BUASD",602129.55291102,171671.110845894,1341,1,"buasd",602129.55291102,171671.110845894,"Origin",NA,NA,"Abertillery"
"1378","Ware BUASD",535895.153343404,214680.852936131,18799,11,"buasd",535708.680995881,214239.946124232,"town",478.717822072383,NA,"Ware"
"1379","Wareham BUASD",392061.436184162,88005.4863209824,5496,4,"buasd",392337.055005199,87477.3712637996,"town",595.71070842572,NA,"Wareham"
"1380","Waresley BUASD",384298.744034455,270467.233722027,2714,2,"buasd",384298.744034455,270467.233722027,"Origin",NA,NA,"Abertillery"
"1381","Wargrave BUASD",479229.445508543,178745.432411519,3025,2,"buasd",479332.829210502,178576.487414084,"townhall",198.067165347825,NA,"Parish Council Office"
"1382","Warlingham BUASD",535450.048071849,158515.342424335,6927,4,"buasd",535614.688618507,158510.462407791,"town",164.712853673595,NA,"Warlingham"
"1383","Warton BUASD",349876.213711309,472340.958761519,2360,2,"buasd",349876.213711309,472340.958761519,"Origin",NA,NA,"Abertillery"
"1384","Warwick BUASD",428833.48561945,265139.359304181,28604,18,"buasd",428846.953166205,265299.297416955,"town",160.504126842077,NA,"Warwick"
"1385","Washington BUASD",430875.173115817,555658.681746389,64413,44,"buasd",430315.001762606,556088.731039176,"town",706.211256766759,NA,"Washington"
"1386","Watchfield BUASD",425332.291694473,190447.590646675,2319,2,"buasd",425332.291694473,190447.590646675,"Origin",NA,NA,"Abertillery"
"1387","Water BUASD",383977.481230717,425205.132094318,1430,1,"buasd",383977.481230717,425205.132094318,"Origin",NA,NA,"Abertillery"
"1388","Waterbeach BUASD",549700.508680582,265846.958892208,4852,3,"buasd",549700.508680582,265846.958892208,"Origin",NA,NA,"Abertillery"
"1389","Watford BUASD",510753.102636289,197644.752490216,131214,77,"buasd",511073.450034,196395.939684924,"town",1289.24624408313,NA,"Watford"
"1390","Wath upon Dearne BUASD",444007.872474021,399823.143800981,30633,20,"buasd",444834.752373233,399076.835351604,"town",1113.87013126854,NA,"Wath upon Dearne"
"1391","Watton BUASD",592126.961045232,300688.815539394,8263,6,"buasd",591571.488164343,300648.877363442,"town",556.906795883819,NA,"Watton"
"1392","Waverton BUASD",345125.462399027,364626.295801889,3345,2,"buasd",344093.689427296,365656.842314506,"townhall",1458.28035022824,NA,NA
"1393","Wednesbury BUASD",399398.180491041,295463.175083053,19191,12,"buasd",398575.241545518,294926.515614712,"town",982.462158568202,NA,"Wednesbury"
"1394","Wednesfield BUASD",395414.058986975,301054.566363372,25837,16,"buasd",394590.501783826,300229.508578725,"town",1165.74732033408,NA,"Wednesfield"
"1395","Weeley BUASD",614726.065142235,222088.751754337,1429,1,"buasd",614726.065142235,222088.751754337,"Origin",NA,NA,"Abertillery"
"1396","Weldon BUASD",492511.47081668,289666.136865618,1442,1,"buasd",492511.47081668,289666.136865618,"Origin",NA,NA,"Abertillery"
"1397","Welham Green BUASD",523166.5168645,205591.195168993,2236,1,"buasd",523166.5168645,205591.195168993,"Origin",NA,NA,"Abertillery"
"1398","Wellingborough BUASD",488518.035305327,268097.431873636,49087,31,"buasd",489353.300150628,267503.57110751,"town",1024.85997645494,NA,"Wellingborough"
"1399","Wellington BUASD",313816.372732253,120647.363351586,11213,7,"buasd",313917.614159458,120608.864194444,"town",108.314411243868,NA,"Wellington"
"1400","Wells BUASD",354782.56231659,145810.209032307,10536,7,"buasd",355027.13801306,145731.375933973,"townhall",256.966785201254,NA,NA
"1401","Welshpool BUASD",322650.675961811,307781.097129093,6664,4,"buasd",322488.901540432,307546.252188977,"town",285.172069653258,NA,"Welshpool"
"1402","Welton BUASD",501325.48128852,380051.277602975,3918,2,"buasd",501325.48128852,380051.277602975,"Origin",NA,NA,"Abertillery"
"1403","Welwyn BUASD",522995.442027752,216072.731411418,4037,3,"buasd",523160.974903916,215959.779939883,"town",200.397524967512,NA,"Welwyn"
"1404","Welwyn Garden City BUASD",524722.653003937,212683.954463787,48248,30,"buasd",523733.151951974,213127.520867019,"town",1084.37239263634,NA,"Welwyn Garden City"
"1405","Wendover BUASD",487050.908716298,208404.581034003,8334,5,"buasd",486746.190424853,208413.435420832,"town",304.846907983772,NA,"Wendover"
"1406","West Bridgford BUASD",458606.573094361,336720.663916208,45858,29,"buasd",458899.879090778,337133.139200915,"town",506.12673119321,NA,"West Bridgford"
"1407","West Bromwich (East) BUASD",404060.740514032,293983.116853484,19541,13,"buasd",404060.740514032,293983.116853484,"Origin",NA,NA,"Abertillery"
"1408","West Bromwich BUASD",400502.619844792,292931.50468024,72631,43,"buasd",400618.762948992,291197.35897657,"town",1738.03065053841,NA,"West Bromwich"
"1409","West Hallam BUASD",442846.033831457,341678.653812796,3505,2,"buasd",442846.033831457,341678.653812796,"Origin",NA,NA,"Abertillery"
"1410","West Kingsdown BUASD",557260.59765476,163672.024014935,4517,3,"buasd",557260.59765476,163672.024014935,"Origin",NA,NA,"Abertillery"
"1411","West Kirby BUASD",322189.042809282,386656.878901255,14959,10,"buasd",321154.704931991,386930.052284657,"town",1069.80303878707,NA,"West Kirby"
"1412","West Walton BUASD",547769.053043074,313257.986922781,1324,1,"buasd",547769.053043074,313257.986922781,"Origin",NA,NA,"Abertillery"
"1413","West Wellow BUASD",429197.066568738,119313.490726666,1613,1,"buasd",429197.066568738,119313.490726666,"Origin",NA,NA,"Abertillery"
"1414","Westergate BUASD",495228.47689652,105031.110508898,8314,5,"buasd",495228.47689652,105031.110508898,"Origin",NA,NA,"Abertillery"
"1415","Westhoughton BUASD",365549.705758706,405653.0521566,24131,15,"buasd",365471.677906012,406084.033320054,"town",437.987567229922,NA,"Westhoughton"
"1416","Westhumble BUASD",516864.414477696,151690.693444195,1995,1,"buasd",516864.414477696,151690.693444195,"Origin",NA,NA,"Abertillery"
"1417","Weston-Super-Mare BUASD",334249.545666232,161613.893386357,82957,57,"buasd",331990.410577632,161355.453713325,"town",2273.86948023406,NA,"Weston-super-Mare"
"1418","Weston BUASD",368742.281168899,71560.1047943655,5111,3,"buasd",368742.281168899,71560.1047943655,"Origin",NA,NA,"Abertillery"
"1419","Weston Rhyn BUASD",328558.807861018,335871.11467767,1385,1,"buasd",328558.807861018,335871.11467767,"Origin",NA,NA,"Abertillery"
"1420","Westonzoyland BUASD",335021.803588961,134872.594429419,1425,1,"buasd",335021.803588961,134872.594429419,"Origin",NA,NA,"Abertillery"
"1421","Wetheral BUASD",346210.822961071,555010.832547827,1439,1,"buasd",346210.822961071,555010.832547827,"Origin",NA,NA,"Abertillery"
"1422","Wetherby BUASD",440172.114102643,448779.358241141,11099,8,"buasd",440371.277945508,448203.814890024,"town",609.029051293671,NA,"Wetherby"
"1423","Weybridge BUASD",507670.433015368,163529.455674436,28024,18,"buasd",507642.91014287,164872.579187206,"town",1343.40547827709,NA,"Weybridge"
"1424","Weymouth BUASD",367385.685871562,79961.8078535691,52249,31,"buasd",367947.600764976,78977.602479426,"town",1133.31750446765,NA,"Weymouth"
"1425","Whalley BUASD",372732.774328378,436924.937070199,3895,2,"buasd",372732.774328378,436924.937070199,"Origin",NA,NA,"Abertillery"
"1426","Wharncliffe Side BUASD",429710.369360578,394788.022233735,1355,1,"buasd",429710.369360578,394788.022233735,"Origin",NA,NA,"Abertillery"
"1427","Wheatley BUASD",459574.56082384,205567.508162488,3913,3,"buasd",459205.444788405,205837.944829689,"townhall",457.58347717343,NA,"Registry Office"
"1428","Wheelton BUASD",359262.316397718,420442.810454511,2239,1,"buasd",359262.316397718,420442.810454511,"Origin",NA,NA,"Abertillery"
"1429","Whetstone BUASD",456297.399227918,297093.89796495,13410,8,"buasd",456297.399227918,297093.89796495,"Origin",NA,NA,"Abertillery"
"1430","Whickham BUASD",420467.47918207,561017.518543617,16328,11,"buasd",420605.716631003,561045.460214408,"town",141.033078581505,NA,"Whickham"
"1431","Whitburn BUASD",440644.019334614,562447.08974452,5270,3,"buasd",440644.019334614,562447.08974452,"Origin",NA,NA,"Abertillery"
"1432","Whitefield BUASD",380934.729855703,405763.190129863,20994,14,"buasd",380427.401214654,406345.489696672,"town",772.305079314201,NA,"Whitefield"
"1433","Whitehaven BUASD",298044.139476066,517218.261502267,25342,18,"buasd",297342.395405097,518068.157777102,"town",1102.16533202523,NA,"Whitehaven"
"1434","Whitehill BUASD",425280.489395743,551483.094945009,1558,1,"buasd",425280.489395743,551483.094945009,"Origin",NA,NA,"Abertillery"
"1435","Whitley Bay BUASD",434473.874973375,572275.310103263,36445,24,"buasd",435771.488410178,572008.805109203,"town",1324.69828384852,NA,"Whitley Bay"
"1436","Whitley BUASD",387586.263083649,166029.991326768,2695,2,"buasd",387586.263083649,166029.991326768,"Origin",NA,NA,"Abertillery"
"1437","Whitnash BUASD",432435.655828144,263295.611806739,9572,5,"buasd",432462.867701988,263206.95676767,"town",92.7372742232286,NA,"Whitnash"
"1438","Whitstable BUASD",611307.518361214,166017.131598512,29545,19,"buasd",610811.211960258,166496.302788365,"town",689.873229524464,NA,"Whitstable"
"1439","Whitworth BUASD",388470.683918858,418220.774935065,7500,4,"buasd",388639.299915442,418674.419618561,"town",483.967822450873,NA,"Whitworth"
"1440","Wickford BUASD",575022.453151604,193193.538158,32768,20,"buasd",574818.620340087,193423.298768313,"town",307.144515012712,NA,"Wickford"
"1441","Wigan BUASD",356107.630271012,405127.563396614,103296,66,"buasd",358586.370199916,405636.072705631,"town",2530.36229668834,NA,"Wigan"
"1442","Willaston BUASD",333126.220775594,377876.02745437,2625,2,"buasd",333126.220775594,377876.02745437,"Origin",NA,NA,"Abertillery"
"1443","Willenhall BUASD",397253.467435988,300117.550871827,51050,32,"buasd",397253.467435988,300117.550871827,"Origin",NA,NA,"Abertillery"
"1444","Wilmslow BUASD",384824.297274334,381320.009341531,35508,21,"buasd",384594.867808762,381048.641807316,"town",355.356466521314,NA,"Wilmslow"
"1445","Wilsden BUASD",409160.228755807,436239.399430866,3284,2,"buasd",409160.228755807,436239.399430866,"Origin",NA,NA,"Abertillery"
"1446","Wimborne Minster BUASD",402362.293977046,100370.45203211,15147,10,"buasd",400988.615619632,99995.4328825002,"town",1423.94929411228,NA,"Wimborne Minster"
"1447","Winchester BUASD",447417.300608019,129516.463421919,44714,28,"buasd",448228.755267556,129328.531537936,"city",832.932804913651,NA,"Winchester"
"1448","Windermere BUASD",341272.036428916,498140.586786723,6384,4,"buasd",341351.679353354,498512.143361932,"town",379.996426291162,NA,"Windermere"
"1449","Windsor BUASD",495118.589577238,176250.283884571,30761,18,"buasd",496389.70146516,176749.244826724,"town",1365.53559214374,NA,"Windsor"
"1450","Winford BUASD",456427.566528752,83875.9520428551,1464,1,"buasd",456427.566528752,83875.9520428551,"Origin",NA,NA,"Abertillery"
"1451","Wingerworth BUASD",437869.649778655,367436.942619874,5485,4,"buasd",437869.649778655,367436.942619874,"Origin",NA,NA,"Abertillery"
"1452","Wisbech BUASD",546999.746190749,309238.436816927,29711,18,"buasd",546215.753187012,309685.848999119,"town",902.675296373229,NA,"Wisbech"
"1453","Witherley BUASD",432865.996336625,297460.766155665,1373,1,"buasd",432865.996336625,297460.766155665,"Origin",NA,NA,"Abertillery"
"1454","Withnell BUASD",363356.328768552,422176.597311298,1341,1,"buasd",363356.328768552,422176.597311298,"Origin",NA,NA,"Abertillery"
"1455","Witton Gilbert BUASD",423648.278928488,546209.421580447,1467,1,"buasd",423648.278928488,546209.421580447,"Origin",NA,NA,"Abertillery"
"1456","Wivelsfield BUASD",534494.920157281,120196.886992003,1980,1,"buasd",534494.920157281,120196.886992003,"Origin",NA,NA,"Abertillery"
"1457","Wivenhoe BUASD",604026.348456654,222294.553778844,6634,4,"buasd",604075.491088204,222917.420869196,"town",624.80269724075,NA,"Wivenhoe"
"1458","Woburn Sands BUASD",493002.230498576,236008.179652374,4694,3,"buasd",493002.230498576,236008.179652374,"Origin",NA,NA,"Abertillery"
"1459","Woking BUASD",500091.700359277,159200.247763367,105758,65,"buasd",500690.178332597,158887.101572668,"town",675.452752824244,NA,"Woking"
"1460","Wokingham BUASD",480407.428886409,168073.738843786,39371,25,"buasd",481299.724923585,168758.817563461,"town",1124.95558583943,NA,"Wokingham"
"1461","Woldingham BUASD",536956.597549868,156008.403115211,2141,1,"buasd",536956.597549868,156008.403115211,"Origin",NA,NA,"Abertillery"
"1462","Wolverhampton BUASD",390889.489749742,299061.16740478,210657,134,"buasd",391453.841000718,298558.546048155,"city",755.725189876708,NA,"Wolverhampton"
"1463","Wombwell BUASD",440125.776639615,403398.020802768,22825,15,"buasd",439662.220095934,402864.988920075,"town",706.404740327295,NA,"Wombwell"
"1464","Woodbridge BUASD",626957.639081646,249502.14415673,11341,6,"buasd",627522.981405481,249173.239201276,"town",654.056888077055,NA,"Woodbridge"
"1465","Woodend BUASD",441466.841489291,428266.683910471,5292,3,"buasd",441466.841489291,428266.683910471,"Origin",NA,NA,"Abertillery"
"1466","Woodingdean BUASD",536069.817443129,105568.24308456,9793,6,"buasd",536069.817443129,105568.24308456,"Origin",NA,NA,"Abertillery"
"1467","Woodley BUASD",476850.942593808,172560.098203187,36970,24,"buasd",476850.942593808,172560.098203187,"Origin",NA,NA,"Abertillery"
"1468","Wootton (Bedford) BUASD",500811.790903202,245324.163862254,4156,3,"buasd",500811.790903202,245324.163862254,"Origin",NA,NA,"Abertillery"
"1469","Worcester BUASD",385558.25022575,255361.314755493,98768,63,"buasd",385012.765885131,254794.578693846,"city",786.602141766517,NA,"Worcester"
"1470","Worden BUASD",356705.657943085,420283.592184158,4501,2,"buasd",356705.657943085,420283.592184158,"Origin",NA,NA,"Abertillery"
"1471","Workington BUASD",299938.53330695,527304.918629893,22335,14,"buasd",300328.567265462,528482.192143505,"town",1240.20136052384,NA,"Workington"
"1472","Worksop BUASD",458691.166366525,379947.384552162,39475,24,"buasd",458500.690379218,379017.294826878,"town",949.393489981249,NA,"Worksop"
"1473","Wormley BUASD",494799.60720178,138548.387310999,1577,1,"buasd",494799.60720178,138548.387310999,"Origin",NA,NA,"Abertillery"
